ncbi,id
Ocbimv22033111m,Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat|SOCS_box_ankyrin_1_erythrocytic
Ocbimv22009708m,Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat||Death_dom
Ocbimv22038319m,Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|_ankyrin_1_
Ocbimv22039945m,Ankyrin_repeat|Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat|_ankyrin_1_erythrocytic
Ocbimv22007078m,Ankyrin_repeat|||||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||SOCS_box_ankyrin_1_erythrocytic
Ocbimv22009632m,Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat|SOCS_box_ankyrin_1_erythrocytic
Ocbimv22007386m,Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|_ankyrin_2_neuronal
Ocbimv22038839m,Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat||Ankyri
Ocbimv22035384m,Ankyrin_repeat|_ankyrin_2_neuronal
Ocbimv22017953m,Ankyrin_repeat|Ankyrin_repeat|||||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repe
Ocbimv22000052m,Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat||||Ankyrin_repeat|Ankyrin_repeat||_ankyrin_2_neuronal
Ocbimv22022474m,Ankyrin_repeat|||||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|SOCS_box_ankyrin_2_neuronal
Ocbimv22034044m,Ankyrin_repeat||||Ankyrin_repeat|||_ankyrin_3_node_of_Ranvier_(ankyrin_G)
Ocbimv22035516m,Ankyrin_repeat|_ankyrin_3_node_of_Ranvier_(ankyrin_G)
Ocbimv22008005m,Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat||SOCS_box_ankyrin_3_node_of_Ranvier_(ankyrin_G)
Ocbimv22027803m,Ankyrin_repeat||||||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat_ankyrin_3_node_of_Ranvier_(ankyrin_G)
Ocbimv22002313m,Ankyrin_repeat||||Ankyrin_repeat_ankyrin_3_node_of_Ranvier_(ankyrin_G)
Ocbimv22026445m,Ankyrin_repeat_ankyrin_and_armadillo_repeat_containing
Ocbimv22034339m,ankyrin_and_armadillo_repeat_containing
Ocbimv22034340m,Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat||Armadillo/beta-catenin-like_repeat_ankyrin_and_armadillo_repeat_containing
Ocbimv22029901m,ankyrin-repeat_and_fibronectin_type_III_domain_containing_1
Ocbimv22016194m,Fibronectin_type_III_domain_ankyrin-repeat_and_fibronectin_type_III_domain_containing_1
Ocbimv22010017m,BTB/POZ_domain||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||||||Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|_ankyrin_repeat_and_FYVE_domain_containing_1
Ocbimv22022627m,Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|An
Ocbimv22004950m,Ankyrin_repeat|Ankyrin_repeat|||||Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_and_KH_domain_containing_1
Ocbimv22019066m,ankyrin_repeat_and_IBR_domain_containing_1
Ocbimv22019070m,IBR_domain_ankyrin_repeat_and_IBR_domain_containing_1
Ocbimv22005478m,ankyrin_repeat_and_LEM_domain_containing_1
Ocbimv22015867m,Ankyrin_repeat||||Ankyrin_repeat||_ankyrin_repeat_and_LEM_domain_containing_1
Ocbimv22008887m,Ankyrin_repeat_ankyrin_repeat_and_LEM_domain_containing_2
Ocbimv22026347m,Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat_ankyrin_repeat_and_MYND_domain_containing_1
Ocbimv22026346m,MYND_finger|Collagen_triple_helix_repeat_(20_copies)_ankyrin_repeat_and_MYND_domain_containing_1
Ocbimv22001108m,Ankyrin_repeat|||Ankyrin_repeat||MYND_finger_ankyrin_repeat_and_MYND_domain_containing_2
Ocbimv22022043m,Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat||_ankyrin_repeat_family_A_(RFXANK-like)_2
Ocbimv22011425m,Ankyrin_repeat||||Ankyrin_repeat|_ankyrin_repeat_domain_10
Ocbimv22016218m,Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|_ankyrin_repeat_domain_11
Ocbimv22013996m,ankyrin_repeat_domain_13B
Ocbimv22031618m,Ankyrin_repeat|||||Protein_of_unknown_function_(DUF3424)_ankyrin_repeat_domain_13C
Ocbimv22013995m,Protein_of_unknown_function_(DUF3424)_ankyrin_repeat_domain_13_family_member_D
Ocbimv22016760m,Ankyrin_repeat_ankyrin_repeat_domain_16
Ocbimv22016757m,Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|_ankyrin_repeat_domain_16
Ocbimv22031871m,Vacuolar_sorting_protein_9_(VPS9)_domain|||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat_ankyrin_repeat_domain_27_(VPS9_domain)
Ocbimv22031333m,Vacuolar_sorting_protein_9_(VPS9)_domain_ankyrin_repeat_domain_27_(VPS9_domain)
Ocbimv22008478m,Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat||_ankyrin_repeat_domain_28
Ocbimv22008477m,Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_28
Ocbimv22008476m,Ankyrin_repeat|||Ankyrin_repeat|Ankyrin_repeat||||||Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_28
Ocbimv22021061m,Ankyrin_repeat||Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat_ankyrin_repeat_domain_28
Ocbimv22031955m,Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||_ankyrin_repeat_domain_29
Ocbimv22004129m,Ankyrin_repeat|_ankyrin_repeat_domain_31
Ocbimv22025641m,Ankyrin_repeat||||Ankyrin_repeat_ankyrin_repeat_domain_32
Ocbimv22039260m,BRCA1_C_Terminus_(BRCT)_domain|||Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_32
Ocbimv22023450m,Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_33B
Ocbimv22038477m,ankyrin_repeat_domain_39
Ocbimv22038478m,Ankyrin_repeat|||||Ankyrin_repeat|_ankyrin_repeat_domain_39
Ocbimv22014496m,Ankyrin_repeat|_ankyrin_repeat_domain_40
Ocbimv22020523m,Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|Ankyrin_repeat||Ankyrin_repeat|||_ankyrin_repeat_domain_42
Ocbimv22015728m,Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|||_ankyrin_repeat_domain_42
Ocbimv22003587m,Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|_ankyrin_repeat_domain_44
Ocbimv22024484m,Ankyrin_repeat|||||Ankyrin_repeat||||Ankyrin_repeat|||SOCS_box_ankyrin_repeat_domain_44
Ocbimv22025439m,Ankyrin_repeat|||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|||SOCS_box_ankyrin_repeat_domain_44
Ocbimv22003946m,Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat||||||Ankyrin_repeat|Ankyrin_repeat||||||Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_44
Ocbimv22015123m,Ankyrin_repeat|||Ankyrin_repeat_ankyrin_repeat_domain_45
Ocbimv22020895m,Ankyrin_repeat|||Ankyrin_repeat_ankyrin_repeat_domain_46
Ocbimv22000249m,Ankyrin_repeat||||Ankyrin_repeat||||Ankyrin_repeat_ankyrin_repeat_domain_49
Ocbimv22022911m,Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|_ankyrin_repeat_domain_5
Ocbimv22012488m,Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||||Ankyrin_repeat|_ankyrin_repeat_domain_50
Ocbimv22039100m,Ankyrin_repeat|||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|||SOCS_box_ankyrin_repeat_domain_50
Ocbimv22017297m,Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat|_ankyrin_repeat_domain_50
Ocbimv22019886m,Ankyrin_repeat|SOCS_box_ankyrin_repeat_domain_50
Ocbimv22034836m,Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|SOCS_box_ankyrin_repeat_domain_50
Ocbimv22030214m,Ankyrin_repeat||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat||Ankyrin_repeat|SOCS_box_ankyrin_repeat_domain_50
Ocbimv22016457m,Ankyrin_repeat||||||Ankyrin_repeat||||Ankyrin_repeat|||Ankyrin_repeat_ankyrin_repeat_domain_52
Ocbimv22005570m,Ankyrin_repeat||Ankyrin_repeat||||Ankyrin_repeat|_ankyrin_repeat_domain_53
Ocbimv22039518m,Ankyrin_repeat|
Ocbimv22029791m,Ankyrin_repeat|||||Ankyrin_repeat|||Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat||_ankyrin_repeat_domain_6
Ocbimv22008424m,Ankyrin_repeat|_ankyrin_repeat_domain_60
Ocbimv22035621m,Ankyrin_repeat||Ankyrin_repeat_ankyrin_repeat_domain_7
Ocbimv22030480m,SAM_domain_(Sterile_alpha_motif)|SAM_domain_(Sterile_alpha_motif)|Phosphotyrosine_interaction_domain_(PTB/PID)_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1A
Ocbimv22036341m,Ankyrin_repeat|||Ankyrin_repeat|||Ankyrin_repeat||Ankyrin_repeat|_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_1A
Ocbimv22001941m,Ankyrin_repeat||||Ankyrin_repeat|Ankyrin_repeat|||Ankyrin_repeat|SAM_domain_(Sterile_alpha_motif)|SAM_domain_(Sterile_alpha_motif)_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_3
Ocbimv22039952m,Ankyrin_repeat||SAM_domain_(Sterile_alpha_motif)|SAM_domain_(Sterile_alpha_motif)_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_4B
Ocbimv22035323m,Ankyrin_repeat|Ankyrin_repeat|||||Ankyrin_repeat|Ankyrin_repeat||||Ankyrin_repeat|||||Ankyrin_repeat|||SAM_domain_(Sterile_alpha_motif)|SAM_domain_(Sterile_alpha_motif)_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_6
Ocbimv22034502m,Ankyrin_repeat||Ankyrin_repeat|_ankyrin_repeat_and_sterile_alpha_motif_domain_containing_6
Ocbimv22007423m,ankyrin_repeat_and_zinc_finger_domain_containing_1
Ocbimv22020017m,ankyrin_repeat_and_zinc_finger_domain_containing_1
Ocbimv22026474m,Fungal_domain_of_unknown_function_(DUF1709)|PH_domain_anillin_actin_binding_protein
Ocbimv22027720m,Calcium-activated_chloride_channel_anoctamin_1_calcium_activated_chloride_channel
Ocbimv22007792m,Calcium-activated_chloride_channel_anoctamin_10
Ocbimv22007583m,Calcium-activated_chloride_channel_anoctamin_7
Ocbimv22000725m,Calcium-activated_chloride_channel|Calcium-activated_chloride_channel_anoctamin_7
Ocbimv22002537m,Calcium-activated_chloride_channel_anoctamin_8
Ocbimv22016338m,acidic_(leucine-rich)_nuclear_phosphoprotein_32_family_member_A
Ocbimv22025288m,Peptidase_family_M1||Domain_of_unknown_function_(DUF3358)|Peptidase_family_M1||Domain_of_unknown_function_(DUF3358)_alanyl_(membrane)_aminopeptidase
Ocbimv22036144m,Domain_of_unknown_function_(DUF3358)_alanyl_(membrane)_aminopeptidase
Ocbimv22017660m,Ubiquitin_family|AN1-like_Zinc_finger
Ocbimv22026125m,Annexin|Annexin|Annexin_annexin_A11
Ocbimv22012003m,Annexin_annexin_A4
Ocbimv22027585m,Annexin|Annexin|Annexin|Annexin_annexin_A4
Ocbimv22038847m,Chitobiase/beta-hexosaminidase_C-terminal_domain|||Annexin|Annexin|Annexin|Annexin|Annexin|Annexin|Annexin|Annexin_annexin_A6
Ocbimv22018175m,Annexin|Annexin|Annexin|Annexin_annexin_A7
Ocbimv22031709m,Annexin|Annexin|Annexin|Annexin_annexin_A7
Ocbimv22038735m,CW-type_Zinc_Finger|SWIRM_domain|Thi4_family|Pyridine_nucleotide-disulphide_oxidoreductase|FAD_binding_domain|FAD_dependent_oxidoreductase||Flavin_containing_amine_oxidoreductase
Ocbimv22030108m,FAD_dependent_oxidoreductase|FAD_binding_domain||Flavin_containing_amine_oxidoreductase|Flavin_containing_amine_oxidoreductase
Ocbimv22009138m,SWIRM_domain|Pyridine_nucleotide-disulphide_oxidoreductase|Pyridine_nucleotide-disulphide_oxidoreductase|FAD_dependent_oxidoreductase|FAD_binding_domain|FAD_binding_domain||Flavin_containing_amine_oxidoreductase
Ocbimv22011510m,Variant_SH3_domain||SH3_domain|RhoGAP_domain
Ocbimv22019566m,Predicted_glycosyltransferase_involved_in_capsule_biosynthesis
Ocbimv22010305m,Biotin/lipoate_A/B_protein_ligase_family
Ocbimv22026323m,Trm112p-like_protein
Ocbimv22034358m,
Ocbimv22023820m,RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)|
Ocbimv22016226m,C2_domain
Ocbimv22016415m,C2_domain
Ocbimv22028940m,C2_domain
Ocbimv22025694m,
Ocbimv22025692m,Peptidase_family_M28
Ocbimv22037238m,
Ocbimv22022884m,
Ocbimv22000138m,Tetratricopeptide_repeat|Tetratricopeptide_repeat|||||Tetratricopeptide_repeat|Tetratricopeptide_repeat|Tetratricopeptide_repeat|Tetratricopeptide_repeat|||Tetratricopeptide_repeat|Tetratricopeptide_repeat|||Tetratricopeptide_repeat
Ocbimv22007837m,Tetratricopeptide_repeat|Tetratricopeptide_repeat||||||Tetratricopeptide_repeat|Tetratricopeptide_repeat|Tetratricopeptide_repeat|Tetratricopeptide_repeat|||Tetratricopeptide_repeat|Tetratricopeptide_repeat||Tetratricopeptide_repeat||Tetratricopeptide_repea
Ocbimv22007253m,Protein_kinase_domain|Protein_tyrosine_kinase
Ocbimv22010830m,
Ocbimv22039378m,Protein_tyrosine_kinase||Protein_kinase_domain|Kinase_associated_domain_1
Ocbimv22016805m,Adaptin_N_terminal_region|||Adaptin_C-terminal_domain|Beta2-adaptin_appendage_C-terminal_sub-domain_adaptor-related_protein_complex_1_beta_1_subunit
Ocbimv22001339m,Adaptin_N_terminal_region_adaptor-related_protein_complex_1_gamma_1_subunit
Ocbimv22000322m,Adaptin_N_terminal_region|Adaptin_C-terminal_domain_adaptor-related_protein_complex_1_gamma_1_subunit
Ocbimv22002287m,
Ocbimv22006369m,Clathrin_adaptor_complex_small_chain|Adaptor_complexes_medium_subunit_family_adaptor-related_protein_complex_1_mu_1_subunit
Ocbimv22020889m,Clathrin_adaptor_complex_small_chain_adaptor-related_protein_complex_1_sigma_2_subunit
Ocbimv22000298m,Adaptin_N_terminal_region|Adaptin_N_terminal_region|Adaptin_C-terminal_domain|Alpha_adaptin_AP2_C-terminal_domain_adaptor-related_protein_complex_2_alpha_2_subunit
Ocbimv22031337m,Adaptor_complexes_medium_subunit_family_adaptor-related_protein_complex_2_mu_1_subunit
Ocbimv22011379m,Clathrin_adaptor_complex_small_chain_adaptor-related_protein_complex_2_sigma_1_subunit
Ocbimv22008263m,Adaptin_N_terminal_region|||_adaptor-related_protein_complex_3_beta_2_subunit
Ocbimv22002317m,Adaptin_N_terminal_region|Bovine_leukaemia_virus_receptor_(BLVR)_adaptor-related_protein_complex_3_delta_1_subunit
Ocbimv22028200m,Clathrin_adaptor_complex_small_chain|Adaptor_complexes_medium_subunit_family_adaptor-related_protein_complex_3_mu_1_subunit
Ocbimv22033866m,Clathrin_adaptor_complex_small_chain_adaptor-related_protein_complex_3_sigma_1_subunit
Ocbimv22023237m,Uncharacterised_protein_family_UPF0552_adaptor-related_protein_complex_3_sigma_2_subunit
Ocbimv22011570m,Adaptin_N_terminal_region|_adaptor-related_protein_complex_4_beta_1_subunit
Ocbimv22034313m,Adaptor_complexes_medium_subunit_family_adaptor-related_protein_complex_4_mu_1_subunit
Ocbimv22039780m,Clathrin_adaptor_complex_small_chain_adaptor-related_protein_complex_4_sigma_1_subunit
Ocbimv22005996m,Phosphotyrosine_interaction_domain_(PTB/PID)|Phosphotyrosine_interaction_domain_(PTB/PID)|PDZ_domain_(Also_known_as_DHR_or_GLGF)|PDZ_domain_(Also_known_as_DHR_or_GLGF)_amyloid_beta_(A4)_precursor_protein-binding_family_A_member_2
Ocbimv22020548m,Phosphotyrosine_interaction_domain_(PTB/PID)|Phosphotyrosine_interaction_domain_(PTB/PID)_amyloid_beta_(A4)_precursor_protein-binding_family_B_member_2
Ocbimv22021366m,Armadillo/beta-catenin-like_repeat|APC_cysteine-rich_region|APC_cysteine-rich_region|APC_cysteine-rich_region|SAMP_Motif|APC_cysteine-rich_region|APC_cysteine-rich_region|APC_cysteine-rich_region|APC_cysteine-rich_region|SAMP_Motif_adenomatous_polyposis_col
Ocbimv22037272m,adenomatosis_polyposis_coli_down-regulated_1
Ocbimv22007917m,Prolyl_oligopeptidase_family_N-acylaminoacyl-peptide_hydrolase
Ocbimv22032515m,Endonuclease/Exonuclease/phosphatase_family|_APEX_nuclease_(multifunctional_DNA_repair_enzyme)_1
Ocbimv22031497m,Endonuclease/Exonuclease/phosphatase_family||GRF_zinc_finger_APEX_nuclease_(apurinic/apyrimidinic_endonuclease)_2
Ocbimv22010758m,Aph-1_protein_anterior_pharynx_defective_1_homolog_A_(C._elegans)
Ocbimv22000187m,Apoptosis_inhibitory_protein_5_(API5)
Ocbimv22034978m,Class_II_Aldolase_and_Adducin_N-terminal_domain_APAF1_interacting_protein
Ocbimv22005079m,Zinc-finger_(CX5CX6HX5H)_motif|Zinc-finger_(CX5CX6HX5H)_motif_aprataxin_and_PNKP_like_factor
Ocbimv22009487m,Amyloid_A4_extracellular_domain||_amyloid_beta_(A4)_precursor-like_protein_1
Ocbimv22028496m,YjeF-related_protein_N-terminus_apolipoprotein_A-I_binding_protein
Ocbimv22009493m,YjeF-related_protein_N-terminus_apolipoprotein_A-I_binding_protein
Ocbimv22024233m,Lipoprotein_amino_terminal_region|Domain_of_unknown_function_(DUF1943)|von_Willebrand_factor_type_D_domain|C8_domain_apolipoprotein_B_(including_Ag(x)_antigen)
Ocbimv22020506m,Lipoprotein_amino_terminal_region|Domain_of_unknown_function_(DUF1943)|Domain_of_unknown_function_(DUF1943)|Domain_of_Unknown_Function_(DUF1081)_apolipoprotein_B_(including_Ag(x)_antigen)
Ocbimv22023313m,Lipoprotein_amino_terminal_region|Domain_of_unknown_function_(DUF1943)_apolipoprotein_B_(including_Ag(x)_antigen)
Ocbimv22019658m,Lipoprotein_amino_terminal_region|Lipoprotein_amino_terminal_region|Domain_of_unknown_function_(DUF1943)|Domain_of_unknown_function_(DUF1943)|Domain_of_Unknown_Function_(DUF1081)_apolipoprotein_B_(including_Ag(x)_antigen)
Ocbimv22027746m,Apolipoprotein_O_apolipoprotein_O-like
Ocbimv22032483m,ThiF_family
Ocbimv22033700m,amyloid_beta_precursor_protein_(cytoplasmic_tail)_binding_protein_2
Ocbimv22033699m,amyloid_beta_precursor_protein_(cytoplasmic_tail)_binding_protein_2
Ocbimv22019202m,PH_domain|Phosphotyrosine_interaction_domain_(PTB/PID)
Ocbimv22037774m,Phosphoribosyl_transferase_domain_adenine_phosphoribosyltransferase
Ocbimv22004159m,Scavenger_mRNA_decapping_enzyme_C-term_binding|HIT_domain_aprataxin
Ocbimv22008403m,Major_intrinsic_protein_aquaporin_12B
Ocbimv22031772m,aquaporin_12B
Ocbimv22038830m,Major_intrinsic_protein_aquaporin_3_(Gill_blood_group)
Ocbimv22022904m,Major_intrinsic_protein_aquaporin_4
Ocbimv22032482m,Major_intrinsic_protein_aquaporin_4
Ocbimv22009090m,Major_intrinsic_protein_aquaporin_4
Ocbimv22011526m,Major_intrinsic_protein_aquaporin_4
Ocbimv22000036m,Major_intrinsic_protein_aquaporin_9
Ocbimv22036688m,DEAD/DEAH_box_helicase|||_aquarius_homolog_(mouse)
Ocbimv22014863m,SAM_domain_(Sterile_alpha_motif)|SAM_domain_(Sterile_alpha_motif)|PH_domain|Putative_GTPase_activating_protein_for_Arf|PH_domain|RhoGAP_domain_ArfGAP_with_RhoGAP_domain_ankyrin_repeat_and_PH_domain_1
Ocbimv22008622m,Adaptor_complexes_medium_subunit_family_archain_1
Ocbimv22005057m,Acetyltransferase_(GNAT)_family|FR47-like_protein
Ocbimv22021483m,ADP-ribosylation_factor_family|Signal_recognition_particle_receptor_beta_subunit|Gtr1/RagA_G_protein_conserved_region|Miro-like_protein|Ras_family|GTPase_of_unknown_function_ADP-ribosylation_factor_1
Ocbimv22025635m,Putative_GTPase_activating_protein_for_Arf
Ocbimv22000786m,ADP-ribosylation_factor_family|Ras_family|Signal_recognition_particle_receptor_beta_subunit|Miro-like_protein|Gtr1/RagA_G_protein_conserved_region_ADP-ribosylation_factor_3
Ocbimv22015155m,ADP-ribosylation_factor_family|Ras_family|Miro-like_protein|Signal_recognition_particle_receptor_beta_subunit|Gtr1/RagA_G_protein_conserved_region_ADP-ribosylation_factor_5
Ocbimv22026741m,ADP-ribosylation_factor_family|Signal_recognition_particle_receptor_beta_subunit|Gtr1/RagA_G_protein_conserved_region|Miro-like_protein|Ras_family|GTPase_of_unknown_function_ADP-ribosylation_factor_5
Ocbimv22005779m,ADP-ribosylation_factor_family|Signal_recognition_particle_receptor_beta_subunit|Gtr1/RagA_G_protein_conserved_region|Miro-like_protein|Ras_family_ADP-ribosylation_factor_6
Ocbimv22014347m,ADP-ribosylation_factor_family|Signal_recognition_particle_receptor_beta_subunit|Miro-like_protein|Ras_family|Skp1_family_dimerisation_domain_ADP-ribosylation_factor_6
Ocbimv22009229m,Putative_GTPase_activating_protein_for_Arf_ADP-ribosylation_factor_GTPase_activating_protein_2
Ocbimv22021356m,Variant_SH3_domain|SH3_domain|_ADP-ribosylation_factor_GTPase_activating_protein_3
Ocbimv22018605m,Sec7_domain|Domain_of_unknown_function_(DUF1981)_ADP-ribosylation_factor_guanine_nucleotide-exchange_factor_1_(brefeldin_A-inhibited)
Ocbimv22008753m,Arfaptin-like_domain|BAR_domain_ADP-ribosylation_factor_interacting_protein_2
Ocbimv22018063m,ADP-ribosylation_factor_family|Signal_recognition_particle_receptor_beta_subunit|Ras_family|Miro-like_protein|Gtr1/RagA_G_protein_conserved_region|GTPase_of_unknown_function_ADP-ribosylation_factor_related_protein_1
Ocbimv22000781m,Arginase_family_arginase_liver
Ocbimv22020131m,arginine_and_glutamate_rich_1
Ocbimv22036081m,RhoGAP_domain_Rho_GTPase_activating_protein_18
Ocbimv22035962m,RhoGAP_domain_Rho_GTPase_activating_protein_19
Ocbimv22013321m,RhoGAP_domain_Rho_GTPase_activating_protein_20
Ocbimv22035654m,PH_domain||RhoGAP_domain_Rho_GTPase_activating_protein_21
Ocbimv22035652m,PDZ_domain_(Also_known_as_DHR_or_GLGF)_Rho_GTPase_activating_protein_23
Ocbimv22021428m,RhoGAP_domain_Rho_GTPase_activating_protein_24
Ocbimv22011285m,RhoGAP_domain|Variant_SH3_domain|_Rho_GTPase_activating_protein_26
Ocbimv22035661m,RhoGAP_domain_Rho_GTPase_activating_protein_27
Ocbimv22037778m,Ras_family|FF_domain_Rho_GTPase_activating_protein_5
Ocbimv22026238m,RhoGAP_domain_Rho_GTPase_activating_protein_6
Ocbimv22014986m,RHO_protein_GDP_dissociation_inhibitor_Rho_GDP_dissociation_inhibitor_(GDI)_alpha
Ocbimv22024154m,RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_10
Ocbimv22030709m,Regulator_of_G_protein_signalling-like_domain|Regulator_of_G_protein_signaling_domain|Phorbol_esters/diacylglycerol_binding_domain_(C1_domain)|RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_12
Ocbimv22015347m,RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_16
Ocbimv22036263m,RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_17
Ocbimv22018892m,RhoGEF_domain||PH_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_3
Ocbimv22025787m,RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_3
Ocbimv22027818m,SH3_domain|Variant_SH3_domain|RhoGEF_domain|PH_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_4
Ocbimv22028712m,Rho_guanine_nucleotide_exchange_factor_(GEF)_7
Ocbimv22027134m,Variant_SH3_domain|SH3_domain||RhoGEF_domain_Rho_guanine_nucleotide_exchange_factor_(GEF)_7
Ocbimv22032810m,ARID/BRIGHT_DNA_binding_domain|Domain_of_unknown_function_(DUF3518)_AT_rich_interactive_domain_1B_(SWI1-like)
Ocbimv22031898m,AT_rich_interactive_domain_2_(ARID_RFX-like)
